CVE,KeyEntities
CVE-2021-45993,"[WEAKNESS] stack overflow
[PRODUCT] Tenda routers G1 and G3
[COMPONENT] formIPMacBindModify function
[VERSION] v15.11.0.17(9502)_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] IPMacBindRuleIP and IPMacBindRuleMac parameters
[ROOTCAUSE] "
CVE-2021-45994,"[WEAKNESS] stack-based buffer overflow
[PRODUCT] Tenda routers G1 and G3
[COMPONENT] formDelDhcpRule function
[VERSION] v15.11.0.17(9502)_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] delDhcpIndex parameter
[ROOTCAUSE] "
CVE-2021-45995,"[WEAKNESS] stack overflow
[PRODUCT] Tenda routers G1 and G3
[COMPONENT] formSetStaticRoute function
[VERSION] v15.11.0.17(9502)_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] staticRouteNet, staticRouteMask, and staticRouteGateway parameters
[ROOTCAUSE] "
CVE-2021-45996,"[WEAKNESS] stack overflow
[PRODUCT] Tenda routers G1 and G3
[COMPONENT] formSetPortMapping function
[VERSION] v15.11.0.17(9502)_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] portMappingServer, portMappingProtocol, portMappingWan, porMappingtInternal, and portMappingExternal parameters
[ROOTCAUSE] "
CVE-2021-45997,"[WEAKNESS] stack overflow
[PRODUCT] Tenda routers G1 and G3
[COMPONENT] formSetPortMapping function
[VERSION] v15.11.0.17(9502)_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] portMappingServer, portMappingProtocol, portMappingWan, porMappingtInternal, and portMappingExternal parameters
[ROOTCAUSE] "
CVE-2021-46020,"[WEAKNESS] untrusted pointer dereference
[PRODUCT] mruby
[COMPONENT] mrb_vm_exec()
[VERSION] v3.0.0
[ATTACKER] 
[IMPACT] segmentation fault or application crash
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46023,"[WEAKNESS] Untrusted Pointer Dereference
[PRODUCT] mruby
[COMPONENT] mrb_vm_exec
[VERSION] before 3.1.0-rc
[ATTACKER] 
[IMPACT] segmentation fault and application crash
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46050,"[WEAKNESS] Stack Overflow
[PRODUCT] Binaryen
[COMPONENT] printf_common function
[VERSION] 103
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46153,"[WEAKNESS] memory corruption
[PRODUCT] Simcenter Femap
[COMPONENT] NEU file parser
[VERSION] V2020.2 (All versions), V2021.1 (All versions)
[ATTACKER]
[IMPACT] execute code in the context of the current process
[VECTOR] parsing NEU files
[ROOTCAUSE] lack of proper validation of user-supplied data"
CVE-2021-46154,"[WEAKNESS] stack based buffer overflow
[PRODUCT] Simcenter Femap
[COMPONENT] NEU file parser
[VERSION] V2020.2 (All versions), V2021.1 (All versions)
[ATTACKER]
[IMPACT] execute code in the context of the current process
[VECTOR] parsing NEU files
[ROOTCAUSE] lack of proper validation of the length of user-supplied data prior to copying it to a stack-based buffer"
CVE-2021-46155,"[WEAKNESS] stack based buffer overflow
[PRODUCT] Simcenter Femap
[COMPONENT] NEU file parser
[VERSION] V2020.2 (All versions), V2021.1 (All versions)
[ATTACKER]
[IMPACT] execute code in the context of the current process
[VECTOR] parsing NEU files
[ROOTCAUSE] lack of proper validation of the length of user-supplied data prior to copying it to a stack-based buffer"
CVE-2021-46157,"[WEAKNESS] memory corruption
[PRODUCT] Simcenter Femap
[COMPONENT] NEU file parser
[VERSION] V2020.2 (All versions), V2021.1 (All versions)
[ATTACKER]
[IMPACT] execute code in the context of the current process
[VECTOR] parsing NEU files
[ROOTCAUSE] lack of proper validation of user-supplied data"
CVE-2021-46238,"[WEAKNESS] stack overflow
[PRODUCT] GPAC
[COMPONENT] gf_node_get_name() function in scenegraph/base_scenegraph.c
[VERSION] v1.1.0
[ATTACKER] 
[IMPACT] program crash, Denial of Service (DoS)
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46262,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda AC Series Router
[COMPONENT] PPPoE module
[VERSION] AC11_V02.03.01.104_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] crafted overflow data
[ROOTCAUSE] "
CVE-2021-46263,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda AC Series Router
[COMPONENT] wifiTime module
[VERSION] AC11_V02.03.01.104_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] crafted overflow data
[ROOTCAUSE] "
CVE-2021-46264,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda AC Series Router
[COMPONENT] onlineList module
[VERSION] AC11_V02.03.01.104_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] crafted overflow data
[ROOTCAUSE] "
CVE-2021-46265,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda AC Series Router
[COMPONENT] wanBasicCfg module
[VERSION] AC11_V02.03.01.104_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] crafted overflow data
[ROOTCAUSE] "
CVE-2021-46321,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda AC Series Router
[COMPONENT] wifiBasicCfg module
[VERSION] AC11_V02.03.01.104_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] crafted overflow data
[ROOTCAUSE] "
CVE-2021-46324,"[WEAKNESS] stack buffer overflow
[PRODUCT] Espruino
[COMPONENT] jsvNewFromString in src/jsvar.c
[VERSION] 2v11.251
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46325,"[WEAKNESS] stack buffer overflow
[PRODUCT] Espruino
[COMPONENT] vcbprintf in src/jsutils.c
[VERSION] 2v10.246
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46334,"[WEAKNESS] stack buffer overflow
[PRODUCT] Moddable SDK
[COMPONENT] __interceptor_strcat
[VERSION] v11.5.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46393,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda-AX3 router
[COMPONENT] formSetPPTPServer function
[VERSION] V16.03.12.10_CN
[ATTACKER] 
[IMPACT] remote code execution
[VECTOR] POSTing to /goform/SetPptpServerCfg with proper startIp
[ROOTCAUSE] lack of security check on v10 variable from http request parameter startIp"
CVE-2021-46394,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda-AX3 router
[COMPONENT] formSetPPTPServer function
[VERSION] V16.03.12.10_CN
[ATTACKER] 
[IMPACT] remote code execution
[VECTOR] POSTing to /goform/SetPptpServerCfg with proper startIp
[ROOTCAUSE] lack of security check on v13 variable from http request parameter startIp"
CVE-2021-46408,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda AX12
[COMPONENT] function sub_422CE4
[VERSION] v22.03.01.21
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] strcpy parameter
[ROOTCAUSE] "
CVE-2021-46474,"[WEAKNESS] heap buffer overflow
[PRODUCT] Jsish
[COMPONENT] jsiEvalCodeSub in src/jsiEval.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46475,"[WEAKNESS] heap buffer overflow
[PRODUCT] Jsish
[COMPONENT] jsi_ArraySliceCmd in src/jsiArray.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46477,"[WEAKNESS] heap buffer overflow
[PRODUCT] Jsish
[COMPONENT] RegExp_constructor in src/jsiRegexp.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46478,"[WEAKNESS] heap buffer overflow
[PRODUCT] Jsish
[COMPONENT] jsiClearStack in src/jsiEval.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46480,"[WEAKNESS] heap buffer overflow
[PRODUCT] Jsish
[COMPONENT] jsiValueObjDelete in src/jsiEval.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46482,"[WEAKNESS] heap buffer overflow
[PRODUCT] Jsish
[COMPONENT] NumberConstructor at src/jsiNumber.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46483,"[WEAKNESS] heap buffer overflow
[PRODUCT] Jsish
[COMPONENT] BooleanConstructor at src/jsiBool.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46505,"[WEAKNESS] stack overflow
[PRODUCT] Jsish
[COMPONENT] /usr/lib/x86_64-linux-gnu/libasan.so.4+0x5b1e5
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46507,"[WEAKNESS] stack overflow
[PRODUCT] Jsish
[COMPONENT] Jsi_LogMsg at src/jsiUtils.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46509,"[WEAKNESS] stack overflow
[PRODUCT] Cesanta MJS
[COMPONENT] snquote at mjs/src/mjs_json.c
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46518,"[WEAKNESS] heap buffer overflow
[PRODUCT] Cesanta MJS
[COMPONENT] mjs_disown at src/mjs_core.c
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46519,"[WEAKNESS] heap buffer overflow
[PRODUCT] Cesanta MJS
[COMPONENT] mjs_array_length at src/mjs_array.c
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46520,"[WEAKNESS] heap buffer overflow
[PRODUCT] Cesanta MJS
[COMPONENT] mjs_jprintf at src/mjs_util.c
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46522,"[WEAKNESS] heap buffer overflow
[PRODUCT] Cesanta MJS
[COMPONENT] /usr/lib/x86_64-linux-gnu/libasan.so.4+0xaff53
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46523,"[WEAKNESS] heap buffer overflow
[PRODUCT] Cesanta MJS
[COMPONENT] to_json_or_debug at mjs/src/mjs_json.c
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46524,"[WEAKNESS] heap buffer overflow
[PRODUCT] Cesanta MJS
[COMPONENT] snquote at mjs/src/mjs_json.c
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46527,"[WEAKNESS] heap buffer overflow
[PRODUCT] Cesanta MJS
[COMPONENT] mjs_get_cstring at src/mjs_string.c
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46598,"[WEAKNESS] memory corruption
[PRODUCT] Bentley MicroStation CONNECT
[COMPONENT] JT file parser
[VERSION] 10.16.0.80
[ATTACKER] remote attackers
[IMPACT] execute arbitrary code
[VECTOR] malicious page or file
[ROOTCAUSE] lack of proper validation of user-supplied data"
CVE-2021-46699,"[WEAKNESS] stack based buffer overflow
[PRODUCT] Simcenter Femap
[COMPONENT] BDF file parser
[VERSION] All versions < V2022.1.1
[ATTACKER] 
[IMPACT] execute code in the context of the current process
[VECTOR] specially crafted BDF files
[ROOTCAUSE] "
CVE-2021-46768,"[WEAKNESS] out-of-bounds memory reads
[PRODUCT] SEV firmware
[COMPONENT] ASP boot loader
[VERSION] 
[ATTACKER] 
[IMPACT] denial of service
[VECTOR] 
[ROOTCAUSE] Insufficient input validation"
CVE-2021-46814,"[WEAKNESS] out-of-bounds memory read/write
[PRODUCT] 
[COMPONENT] video framework
[VERSION] 
[ATTACKER] 
[IMPACT] affect system availability
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46822,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] libjpeg-turbo
[COMPONENT] PPM reader, get_word_rgb_row function in rdppm.c
[VERSION] through 2.0.90
[ATTACKER] 
[IMPACT] 
[VECTOR] loading a 16-bit binary PPM file into a grayscale buffer or loading a 16-bit binary PGM file into an RGB buffer
[ROOTCAUSE] mishandling of tjLoadImage"
CVE-2021-46829,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] GNOME GdkPixbuf
[COMPONENT] io-gif-animation.c
[VERSION] before 2.42.8
[ATTACKER] 
[IMPACT] code execution
[VECTOR] compositing or clearing frames in GIF files
[ROOTCAUSE] "
CVE-2021-46848,"[WEAKNESS] off-by-one array size check
[PRODUCT] GNU Libtasn1
[COMPONENT] asn1_encode_simple_der
[VERSION] before 4.19.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] ETYPE_OK off-by-one array size check"
CVE-2022-0096,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Storage
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0098,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome on Chrome OS
[COMPONENT] Screen Capture
[VERSION] prior to 97.0.4692.71
[ATTACKER] 
[IMPACT] potentially exploit heap corruption
[VECTOR] specific user gestures
[ROOTCAUSE] "
CVE-2022-0099,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Sign-in
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific user gesture
[ROOTCAUSE] "
CVE-2022-0100,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] Media streams API
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0101,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] Bookmarks
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific user gesture
[ROOTCAUSE] "
CVE-2022-0102,"[WEAKNESS] Type confusion
[PRODUCT] Google Chrome
[COMPONENT] V8
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0103,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] SwiftShader
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0104,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] ANGLE
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0105,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] PDF Accessibility
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0106,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Autofill
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page, specific user gesture
[ROOTCAUSE] "
CVE-2021-46238,"[WEAKNESS] stack overflow
[PRODUCT] GPAC
[COMPONENT] gf_node_get_name() function in scenegraph/base_scenegraph.c
[VERSION] v1.1.0
[ATTACKER] 
[IMPACT] program crash, Denial of Service (DoS)
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46262,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda AC Series Router
[COMPONENT] PPPoE module
[VERSION] AC11_V02.03.01.104_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] crafted overflow data
[ROOTCAUSE] "
CVE-2021-46263,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda AC Series Router
[COMPONENT] wifiTime module
[VERSION] AC11_V02.03.01.104_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] crafted overflow data
[ROOTCAUSE] "
CVE-2021-46264,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda AC Series Router
[COMPONENT] onlineList module
[VERSION] AC11_V02.03.01.104_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] crafted overflow data
[ROOTCAUSE] "
CVE-2021-46265,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda AC Series Router
[COMPONENT] wanBasicCfg module
[VERSION] AC11_V02.03.01.104_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] crafted overflow data
[ROOTCAUSE] "
CVE-2021-46321,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda AC Series Router
[COMPONENT] wifiBasicCfg module
[VERSION] AC11_V02.03.01.104_CN
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] crafted overflow data
[ROOTCAUSE] "
CVE-2021-46324,"[WEAKNESS] stack buffer overflow
[PRODUCT] Espruino
[COMPONENT] jsvNewFromString in src/jsvar.c
[VERSION] 2v11.251
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46325,"[WEAKNESS] stack buffer overflow
[PRODUCT] Espruino
[COMPONENT] vcbprintf in src/jsutils.c
[VERSION] 2v10.246
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46334,"[WEAKNESS] stack buffer overflow
[PRODUCT] Moddable SDK
[COMPONENT] __interceptor_strcat
[VERSION] v11.5.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46393,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda-AX3 router
[COMPONENT] formSetPPTPServer function
[VERSION] V16.03.12.10_CN
[ATTACKER] 
[IMPACT] remote code execution
[VECTOR] POSTing to /goform/SetPptpServerCfg with proper startIp
[ROOTCAUSE] lack of security check on v10 variable from http request parameter startIp"
CVE-2021-46394,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda-AX3 router
[COMPONENT] formSetPPTPServer function
[VERSION] V16.03.12.10_CN
[ATTACKER] 
[IMPACT] remote code execution
[VECTOR] POSTing to /goform/SetPptpServerCfg with proper startIp
[ROOTCAUSE] lack of security check on v13 variable from http request parameter startIp"
CVE-2021-46408,"[WEAKNESS] stack buffer overflow
[PRODUCT] Tenda AX12
[COMPONENT] function sub_422CE4
[VERSION] v22.03.01.21
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] strcpy parameter
[ROOTCAUSE] "
CVE-2021-46474,"[WEAKNESS] heap buffer overflow
[PRODUCT] Jsish
[COMPONENT] jsiEvalCodeSub in src/jsiEval.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46475,"[WEAKNESS] heap buffer overflow
[PRODUCT] Jsish
[COMPONENT] jsi_ArraySliceCmd in src/jsiArray.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46477,"[WEAKNESS] heap buffer overflow
[PRODUCT] Jsish
[COMPONENT] RegExp_constructor in src/jsiRegexp.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46478,"[WEAKNESS] heap buffer overflow
[PRODUCT] Jsish
[COMPONENT] jsiClearStack in src/jsiEval.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46480,"[WEAKNESS] heap buffer overflow
[PRODUCT] Jsish
[COMPONENT] jsiValueObjDelete in src/jsiEval.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] Denial of Service (DoS)
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46482,"[WEAKNESS] heap buffer overflow
[PRODUCT] Jsish
[COMPONENT] NumberConstructor at src/jsiNumber.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46483,"[WEAKNESS] heap buffer overflow
[PRODUCT] Jsish
[COMPONENT] BooleanConstructor at src/jsiBool.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46505,"[WEAKNESS] stack overflow
[PRODUCT] Jsish
[COMPONENT] /usr/lib/x86_64-linux-gnu/libasan.so.4+0x5b1e5
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46507,"[WEAKNESS] stack overflow
[PRODUCT] Jsish
[COMPONENT] Jsi_LogMsg at src/jsiUtils.c
[VERSION] v3.5.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46509,"[WEAKNESS] stack overflow
[PRODUCT] Cesanta MJS
[COMPONENT] snquote at mjs/src/mjs_json.c
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46518,"[WEAKNESS] heap buffer overflow
[PRODUCT] Cesanta MJS
[COMPONENT] mjs_disown at src/mjs_core.c
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46519,"[WEAKNESS] heap buffer overflow
[PRODUCT] Cesanta MJS
[COMPONENT] mjs_array_length at src/mjs_array.c
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46520,"[WEAKNESS] heap buffer overflow
[PRODUCT] Cesanta MJS
[COMPONENT] mjs_jprintf at src/mjs_util.c
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46522,"[WEAKNESS] heap buffer overflow
[PRODUCT] Cesanta MJS
[COMPONENT] /usr/lib/x86_64-linux-gnu/libasan.so.4+0xaff53
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46523,"[WEAKNESS] heap buffer overflow
[PRODUCT] Cesanta MJS
[COMPONENT] to_json_or_debug at mjs/src/mjs_json.c
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46524,"[WEAKNESS] heap buffer overflow
[PRODUCT] Cesanta MJS
[COMPONENT] snquote at mjs/src/mjs_json.c
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46527,"[WEAKNESS] heap buffer overflow
[PRODUCT] Cesanta MJS
[COMPONENT] mjs_get_cstring at src/mjs_string.c
[VERSION] v2.20.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46598,"[WEAKNESS] memory corruption
[PRODUCT] Bentley MicroStation CONNECT
[COMPONENT] JT file parser
[VERSION] 10.16.0.80
[ATTACKER] remote attackers
[IMPACT] execute arbitrary code
[VECTOR] malicious page or file
[ROOTCAUSE] lack of proper validation of user-supplied data"
CVE-2021-46699,"[WEAKNESS] stack based buffer overflow
[PRODUCT] Simcenter Femap
[COMPONENT] BDF file parser
[VERSION] All versions < V2022.1.1
[ATTACKER] 
[IMPACT] execute code in the context of the current process
[VECTOR] specially crafted BDF files
[ROOTCAUSE] "
CVE-2021-46768,"[WEAKNESS] out-of-bounds memory reads
[PRODUCT] SEV firmware
[COMPONENT] ASP boot loader
[VERSION] 
[ATTACKER] 
[IMPACT] denial of service
[VECTOR] 
[ROOTCAUSE] Insufficient input validation"
CVE-2021-46814,"[WEAKNESS] out-of-bounds memory read/write
[PRODUCT] 
[COMPONENT] video framework
[VERSION] 
[ATTACKER] 
[IMPACT] affect system availability
[VECTOR] 
[ROOTCAUSE] "
CVE-2021-46822,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] libjpeg-turbo
[COMPONENT] PPM reader, get_word_rgb_row function in rdppm.c
[VERSION] through 2.0.90
[ATTACKER] 
[IMPACT] 
[VECTOR] loading a 16-bit binary PPM file into a grayscale buffer or loading a 16-bit binary PGM file into an RGB buffer
[ROOTCAUSE] mishandling of tjLoadImage"
CVE-2021-46829,"[WEAKNESS] heap-based buffer overflow
[PRODUCT] GNOME GdkPixbuf
[COMPONENT] io-gif-animation.c
[VERSION] before 2.42.8
[ATTACKER] 
[IMPACT] code execution
[VECTOR] compositing or clearing frames in GIF files
[ROOTCAUSE] "
CVE-2021-46848,"[WEAKNESS] off-by-one array size check
[PRODUCT] GNU Libtasn1
[COMPONENT] asn1_encode_simple_der
[VERSION] before 4.19.0
[ATTACKER] 
[IMPACT] 
[VECTOR] 
[ROOTCAUSE] ETYPE_OK off-by-one array size check"
CVE-2022-0096,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Storage
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0098,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome on Chrome OS
[COMPONENT] Screen Capture
[VERSION] prior to 97.0.4692.71
[ATTACKER] 
[IMPACT] potentially exploit heap corruption
[VECTOR] specific user gestures
[ROOTCAUSE] "
CVE-2022-0099,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] Sign-in
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific user gesture
[ROOTCAUSE] "
CVE-2022-0100,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] Media streams API
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0101,"[WEAKNESS] Heap buffer overflow
[PRODUCT] Google Chrome
[COMPONENT] Bookmarks
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] specific user gesture
[ROOTCAUSE] "
CVE-2022-0102,"[WEAKNESS] Type confusion
[PRODUCT] Google Chrome
[COMPONENT] V8
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
CVE-2022-0103,"[WEAKNESS] Use after free
[PRODUCT] Google Chrome
[COMPONENT] SwiftShader
[VERSION] prior to 97.0.4692.71
[ATTACKER] remote attacker
[IMPACT] potentially exploit heap corruption
[VECTOR] crafted HTML page
[ROOTCAUSE] "
