CVE,ROOTCAUSE,WEAKNESS,IMPACT,VECTOR,ATTACKER,PRODUCT,VERSION,COMPONENT
CVE-2022-23664,,command injection,,,authenticated remote attacker,"Aruba ClearPass Policy Manager","6.10.4 and below, 6.9.9 and below, 6.8.9-HF2 and below, 6.7.x and below",
CVE-2022-23665,,command injection,,,authenticated remote attacker,"Aruba ClearPass Policy Manager","6.10.4 and below, 6.9.9 and below, 6.8.9-HF2 and below, 6.7.x and below",
CVE-2022-23666,,command injection,,,authenticated remote attacker,"Aruba ClearPass Policy Manager","6.10.4 and below, 6.9.9 and below, 6.8.9-HF2 and below, 6.7.x and below",
CVE-2022-23667,,command injection,,,authenticated remote attacker,"Aruba ClearPass Policy Manager","6.10.4 and below, 6.9.9 and below, 6.8.9-HF2 and below, 6.7.x and below",
CVE-2022-23681,,command injection,arbitrary code execution,,authenticated attacker,"ArubaOS-CX","10.09.1030 and below, 10.08.1030 and below, 10.06.0180 and below",command line interface
CVE-2022-23682,,command injection,arbitrary code execution,,authenticated attacker,"ArubaOS-CX","10.09.1030 and below, 10.08.1030 and below, 10.06.0180 and below",command line interface
CVE-2022-23683,,command injection,arbitrary code execution,,authenticated attacker,"ArubaOS-CX","10.10.0002 and below, 10.09.1030 and below, 10.08.1070 and below, 10.06.0210 and below",Network Analytics Engine via NAE scripts
CVE-2022-23734,improper deserialization,remote code execution,,,attacker,GitHub Enterprise Server,prior to v3.6,SVNBridge
CVE-2022-23812,,malicious code execution,,,,"node-ipc","from 10.1.1 and before 10.1.3",
CVE-2022-23857,improper input sanitization,SQL injection,information disclosure,,authenticated user,Navidrome,before 0.47.5,model/criteria/criteria.go
CVE-2022-24065,improper input validation,command injection,,,,"cookiecutter",before 2.1.1,
CVE-2022-24193,,command injection,,,,"CasaOS",before v0.2.7,
CVE-2022-2433,improper deserialization,arbitrary PHP object execution,,,unauthenticated users,WordPress Infinite Scroll – Ajax Load More plugin,up to and including 5.5.3,
CVE-2022-24433,improper input validation,command injection,arbitrary command execution,,,simple-git,before 3.3.0,.fetch(remote branch handlerFn) function
CVE-2022-24440,improper input validation,command injection,,,,"cocoapods-downloader","before 1.6.0, from 1.6.2 and before 1.6.3",Pod::Downloader.preprocess_options function
CVE-2022-24449,improper XML parsing,XXE,SSRF,crafted XML document,,"Solar appScreener",through 3.10.4,
CVE-2022-2458,improper XML parsing,XXE,information disclosure,,,Business Central and Kie-Server APIs,,
CVE-2022-24688,unrestricted file upload,remote code execution,,PDF upload with PHP content,,"DSK DSKNet","2.16.136.0 and 2.17.136.5",Touch settings
CVE-2022-24690,improper input sanitization,SQL injection,information disclosure,crafted HTTP requests,unauthenticated users,"DSK DSKNet","2.16.136.0 and 2.17.136.5",PresAbs.php
CVE-2022-24697,improper input validation,command injection,remote code execution,,,Kylin,"2 version 2.6.5 and earlier, 3 version 3.1.2 and earlier, and 4 version 4.0.1 and earlier",cube designer function
CVE-2022-24818,unchecked JNDI lookups,arbitrary code execution,,,,"GeoTools","26.4, 25.6, and 24.6",
CVE-2022-24847,unchecked JNDI lookup,arbitrary code execution,,,,"GeoServer","2.21.0, 2.20.4, 1.19.6",security mechanism
CVE-2022-24881,lack of input validation,remote code execution,,,attackers,"Ballcat Codegen",prior to 1.0.0.beta.2,template engine
CVE-2022-24917,,cross-site scripting,,,,,,services' page
CVE-2022-24918,,cross-site scripting,,,,,,items' page  
CVE-2022-24919,,cross-site scripting,,,,,,graphs' page
CVE-2022-24926,improper input validation,cross-site scripting,,,,SmartTagPlugin,prior to version 1.2.15-6,
CVE-2022-25017,,command injection,,,,"Hitron CHITA",7.2.2.0.3b6-CD,Device/DDNS ddnsUsername field
CVE-2022-25048,,command injection,,,normal users,CWP,v0.9.8.1126,
CVE-2022-25151,missing HttpOnly flag,information disclosure,,,remote attacker,"ITarian platform",,Service Desk module
CVE-2022-25172,missing HttpOnly flag,information disclosure,,,attacker able to perform an XSS attack,"InHand Networks InRouter302",V3.5.4,web interface session cookie functionality
CVE-2022-2540,missing CSRF protection,cross-site scripting,,,unauthenticated attackers,Link Optimizer Lite WordPress plugin,up to and including 1.4.5,admin_page function in ~/admin.php
CVE-2022-2541,missing CSRF protection,cross-site scripting,,,unauthenticated attackers,uContext for Amazon WordPress plugin,up to and including 3.9.1,~/app/sites/ajax/actions/keyword_save.php
CVE-2022-2542,missing CSRF protection,cross-site scripting,,,unauthenticated attackers,uContext for Clickbank WordPress plugin,up to and including 3.9.1,~/app/sites/ajax/actions/keyword_save.php
CVE-2022-25581,arbitrary file upload,code injection,,crafted .txt file,attackers,Classcms,v2.5 and below,\class\classupload component
CVE-2022-25597,insufficient input filtering,command injection,,,unauthenticated LAN attacker,"ASUS RT-AC86U",,LPD service
CVE-2022-25648,improper input validation,command injection,,,,"git",before 1.11.0,fetch function
CVE-2022-25760,lack of input sanitization,arbitrary code injection,,,,"accesslog",All versions,format option
CVE-2022-25766,improper input validation,remote code execution,,,,"ungit",before 1.5.20,/api/fetch endpoint
CVE-2022-25813,improper input validation,remote code execution,,,anonymous user,"Apache OFBiz","18.12.05 and earlier",ecommerce plugin
CVE-2022-25865,improper input validation,command injection,,,,"workspace-tools",before 0.18.4,fetchRemoteBranch function
CVE-2022-25866,improper input validation,command injection,,,,"czproject/git-php",before 4.0.3,isRemoteUrlReadable function  
CVE-2022-25900,insecure usage of --upload-pack,command injection,,,,"git-clone",All versions,
CVE-2022-25906,missing input sanitization,command injection,,,,"is-http2",All versions,isH2 function
CVE-2022-26088,improper input sanitization,HTML injection,,,remote authenticated users,"BMC Remedy",before 22.1,Email-based Incident Forwarding
CVE-2022-26136,improper input validation,cross-site scripting,,,remote unauthenticated attacker,"Atlassian products",,Servlet Filters
CVE-2022-26151,,command injection,,,,"Citrix XenMobile Server","10.12 through RP11, 10.13 through RP7, and 10.14 through RP4",
CVE-2022-26289,,command injection,,,,"Tenda M3",1.10 V1.0.0.12(4856),/goform/exeCommand
CVE-2022-26290,,command injection,,,,"Tenda M3",1.10 V1.0.0.12(4856),/goform/WriteFacMac
CVE-2022-26413,,command injection,,,local authenticated attacker,"Zyxel VMG3312-T20A",firmware version 5.30(ABFX.5)C0,CGI program
CVE-2022-26477,improper termination condition,CPU exhaustion,,,,"SystemDS",2.2.1 and earlier,readExternal method
CVE-2022-26481,,command injection,,,,"Poly Studio",before 3.7.0,Create Certificate Signing Request (CSR) action
CVE-2022-26482,,command injection,,,admin,"Poly EagleEye Director II",before 2.2.2.1,
CVE-2022-26532,improper input validation,command injection,,,local authenticated attacker,"Zyxel USG/ZyWALL series, USG FLEX series, ATP series, VPN series, NSG series, NXC2500, NAP203, NWA50AX, WAC500, WAX510D",various versions,packet-trace CLI command
CVE-2022-26536,,command injection,,,,"Tenda M3",1.10 V1.0.0.12(4856),/goform/setFixTools
CVE-2022-26580,lack of input sanitization,command injection,,,attacker with physical USB access,"PAX A930",PayDroid_7.1.1_Virgo_V04.3.26T1_20210419,ADB daemon shell service
CVE-2022-26670,inadequate input filtering,command injection,,,unauthenticated LAN attacker,"D-Link DIR-878",,webpage input field
CVE-2022-26868,improper input validation,command injection,arbitrary code execution,,authenticated attacker,"Dell EMC PowerStore","2.0.0.x, 2.0.1.x, and 2.1.0.x",
CVE-2022-26889,improper input validation,path traversal,arbitrary content injection,,,Splunk Enterprise,before 8.1.2,uri path
CVE-2022-26995,,command injection,,,attackers,"Arris TR3300",v1.0.13,pptp function
CVE-2022-26996,,command injection,,,attackers,"Arris TR3300",v1.0.13,pppoe function
CVE-2022-26997,,command injection,,,attackers,"Arris TR3300",v1.0.13,upnp function
CVE-2022-26998,,command injection,,,attackers,"Arris TR3300",v1.0.13,wps setting function
CVE-2022-26999,,command injection,,,attackers,"Arris TR3300",v1.0.13,static ip settings function
CVE-2022-27000,,command injection,,,attackers,"Arris TR3300",v1.0.13,time and time zone function
CVE-2022-27001,,command injection,,,attackers,"Arris TR3300",v1.0.13,dhcp function
CVE-2022-27002,,command injection,,,attackers,"Arris TR3300",v1.0.13,ddns function
CVE-2022-27076,,command injection,,,,"Tenda M3",1.10 V1.0.0.12(4856),/goform/delAd
CVE-2022-27077,,command injection,,,,"Tenda M3",1.10 V1.0.0.12(4856),/cgi-bin/uploadWeiXinPic
CVE-2022-27078,,command injection,,,,"Tenda M3",1.10 V1.0.0.12(4856),/goform/setAdInfoDetail
CVE-2022-27079,,command injection,,,,"Tenda M3",1.10 V1.0.0.12(4856),/goform/setPicListItem
CVE-2022-27080,,command injection,,,,"Tenda M3",1.10 V1.0.0.12(4856),/goform/setWorkmode
CVE-2022-27081,,command injection,,,,"Tenda M3",1.10 V1.0.0.12(4856),/goform/SetLanInfo
CVE-2022-27082,,command injection,,,,"Tenda M3",1.10 V1.0.0.12(4856),/goform/SetInternetLanInfo
CVE-2022-27083,,command injection,,,,"Tenda M3",1.10 V1.0.0.12(4856),/cgi-bin/uploadAccessCodePic
CVE-2022-27193,improper XML parsing,XXE,information disclosure,,,CVRF-CSAF-Converter,before 1.0.0-rc2,
CVE-2022-27858,,CSV injection,,,,"Activity Log Team Activity Log",<= 2.8.3,
CVE-2022-28374,improper input sanitization,command injection,remote code execution,,,Verizon 5G Home LVSKIHP OutDoorUnit (ODU),3.33.101.0,/usr/lib/lua/5.1/luci/controller/admin/settings.lua
CVE-2022-28375,improper input sanitization,command injection,remote code execution,,,Verizon 5G Home LVSKIHP OutDoorUnit (ODU),3.33.101.0,/usr/lib/lua/5.1/luci/controller/rpc.lua
CVE-2022-2846,lack of authorization,cross-site scripting,,,unauthenticated attackers,Calendar Event Multi View WordPress plugin,before 1.4.07,
CVE-2022-28491,,command injection,,,attackers,"TOTOLink outdoor CPE CP900",V6.3c.566_B20171026,NTPSyncWithHost function
CVE-2022-28494,,command injection,,,attackers,"TOTOLink outdoor CPE CP900",V6.3c.566_B20171026,setUpgradeFW function
CVE-2022-28495,,command injection,,,attackers,"TOTOLink outdoor CPE CP900",V6.3c.566_B20171026,setWebWlanIdx function
CVE-2022-28496,,command injection,,,attackers,"TOTOLink outdoor CPE CP900",V6.3c.566_B20171026,setPasswordCfg function
CVE-2022-28497,,command injection,,,attackers,"TOTOLink outdoor CPE CP900",V6.3c.566_B20171026,mtd_write_bootloader function
CVE-2022-28703,,cross-site scripting,,,,"Lansweeper lansweeper",10.1.1.0,HdConfigActions.aspx altertextlanguages functionality
CVE-2022-29080,improper input validation,command injection,,,,"npm-dependency-versions",through 0.3.0,dependencyVersions function
CVE-2022-29307,improper input validation,command injection,,,,"IonizeCMS",v1.0.8.1,copy_lang_content in application/models/lang_model.php
CVE-2022-29520,,command injection,arbitrary command execution,specially-crafted XCMD,,"Abode Systems iota All-In-One Security Kit",6.9Z,console_main_loop :sys functionality
CVE-2022-29539,improper input validation,command injection,,,unauthenticated attacker,"RESI Gemini-Net",4.2,resi-calltrace
CVE-2022-29603,improper input sanitization,SQL injection,information disclosure,crafted SQL statements,remote authenticated attacker,UniverSIS UniverSIS-API,through 1.2.1,multiple API endpoints
CVE-2022-29652,,SQL injection,,,,"Online Sports Complex Booking System",1.0,/scbs/classes/Users.php?f=save_client
CVE-2022-29816,,HTML injection,,,,"JetBrains IntelliJ IDEA",before 2022.1,IDE messages
CVE-2022-29843,,command injection,arbitrary code execution,,,Western Digital My Cloud OS 5,firmware versions prior to 5.26.119,DDNS service configuration
CVE-2022-30078,improper input sanitization,command injection,,,remote authenticated attackers,"NETGEAR R6200_V2, R6300_V2","through R6200v2-V1.0.3.12_10.1.11, through R6300v2-V1.0.4.52_10.0.93",ipv6_fix.cgi
CVE-2022-30105,improper input sanitization,command injection,arbitrary code execution,,,"Belkin N300",Firmware 1.00.08,/setting_hidden.asp
CVE-2022-3024,lack of authorization,cross-site scripting,,,any authenticated users,Simple Bitcoin Faucets WordPress plugin,through 1.7.0,AJAX action
CVE-2022-30321,improper input validation,command injection,arbitrary host access,,,"go-getter","up to 1.5.11 and 2.0.2",
CVE-2022-30335,improper input sanitization,SQL injection,information disclosure,,,Bonanza Wealth Management System (BWM),7.3.2,login form
CVE-2022-30425,,command injection,,,,"Tenda Technology Co. Ltd HG6",3.3.0-210926,pingAddr and traceAddr parameters
CVE-2022-30966,improper output escaping,cross-site scripting,,,attackers with Item/Configure permission,Jenkins Random String Parameter Plugin,1.0 and earlier,
CVE-2022-30991,,HTML injection,,,,"Acronis Cyber Protect 15 (Linux Windows)",before build 29240,
CVE-2022-31014,improper input sanitization,SMTP command injection,,,,"Nextcloud server","before 22.2.8 23.0.5 or 24.0.1",
CVE-2022-31085,improper encryption,information disclosure,,,,"LDAP Account Manager (LAM)",prior to 8.0,session files
CVE-2022-31100,improper input handling,denial of service,,,,"rulex",before 0.4.3,
CVE-2022-31102,improper input sanitization,cross-site scripting,,,,"Argo CD","2.3.0-2.3.5 and 2.4.0-2.4.4",/auth/callback page
CVE-2022-31179,improper input sanitization,code injection,,,,"Shescape",prior to 1.5.8,
CVE-2022-31479,improper input validation,command injection,arbitrary command execution,specially crafted hostname,unauthenticated attacker,"HID Mercury Intelligent Controllers LP1501, LP1502, LP2500, LP4502, and EP4502","firmware versions prior to 1.302 for LP series, 1.296 for EP series",
CVE-2022-31777,,cross-site scripting,arbitrary JavaScript execution,malicious payload in logs,remote attackers,Apache Spark,"3.2.1 and earlier, and 3.3.0",UI
CVE-2022-31814,improper input sanitization,command injection,arbitrary OS command execution,shell metacharacters in HTTP Host header,remote attackers,pfSense pfBlockerNG,through 2.1.4_26,
CVE-2022-31898,improper input validation,command injection,,,,"gl-inet GL-MT300N-V2 Mango, GL-AX1800 Flint","v3.212, v3.214",ping_addr and trace_addr functions
CVE-2022-3236,improper input validation,code injection,remote code execution,,,Sophos Firewall,v19.0 MR1 and older,User Portal and Webadmin
CVE-2022-3242,improper input sanitization,HTML injection,,,,"microweber/microweber",prior to 1.3.2,
CVE-2022-32534,,command injection,arbitrary command execution,,,Bosch Ethernet switch PRA-ES8P2S,1.01.05 and earlier,diagnostics web interface
CVE-2022-32763,improper input sanitization,cross-site scripting,arbitrary JavaScript execution,specially-crafted HTTP request,,"Lansweeper lansweeper",10.1.1.0,SanitizeHtml functionality
CVE-2022-32765,,command injection,arbitrary command execution,specially-crafted network request,,"Robustel R1510","3.1.16 and 3.3.0",sysupgrade command
CVE-2022-33312,,command injection,arbitrary command execution,specially-crafted network request,,"Robustel R1510",3.3.0,/action/import_cert_file/ API
CVE-2022-33313,,command injection,arbitrary command execution,specially-crafted network request,,"Robustel R1510",3.3.0,/action/import_https_cert_file/ API
CVE-2022-33314,,command injection,arbitrary command execution,specially-crafted network request,,"Robustel R1510",3.3.0,/action/import_sdk_file/ API
CVE-2022-33325,,command injection,arbitrary command execution,specially-crafted network packets,,"Robustel R1510",3.3.0,/ajax/clear_tools_log/ API
CVE-2022-33326,,command injection,arbitrary command execution,specially-crafted network packets,,"Robustel R1510",3.3.0,/ajax/config_rollback/ API
CVE-2022-33327,,command injection,arbitrary command execution,specially-crafted network packets,,"Robustel R1510",3.3.0,/ajax/remove_sniffer_raw_log/ API
CVE-2022-33328,,command injection,arbitrary command execution,specially-crafted network packets,,"Robustel R1510",3.3.0,/ajax/remove/ API
CVE-2022-33329,,command injection,arbitrary command execution,specially-crafted network packets,,"Robustel R1510",3.3.0,/ajax/set_sys_time/ API
CVE-2022-3338,improper XML parsing,XXE,server-side request forgery,carefully constructed XML file,unauthenticated remote attacker,ePO,prior to 5.10 Update 14,
CVE-2022-3360,improper deserialization,PHP object injection,remote code execution,,,LearnPress WordPress plugin,before 4.1.7.2,REST API endpoint
CVE-2022-33900,,PHP object injection,,,,"Easy Digital Downloads WordPress plugin",<= 3.0.1,
CVE-2022-34009,improper input handling,cross-site scripting,denial of service,XSS payload in ticket,attackers,Fossil,2.18 on Windows,
CVE-2022-3401,improper authorization,remote code execution,,,authenticated attackers with minimal permissions,Bricks WordPress theme,1.2 to 1.5.3,
CVE-2022-34160,improper input sanitization,HTML injection,,,remote attacker,"IBM CICS TX Standard and Advanced",11.1,
CVE-2022-34165,improper input validation,HTTP header injection,cross-site scripting,,,IBM WebSphere Application Server,"7.0, 8.0, 8.5, and 9.0 and IBM WebSphere Application Server Liberty 17.0.0.3 through 22.0.0.9",
CVE-2022-34254,improper input validation,path traversal,cross-site scripting,,,Adobe Commerce,"2.4.3-p2 (and earlier), 2.3.7-p3 (and earlier) and 2.4.4 (and earlier)",
CVE-2022-34306,improper input validation,HTTP header injection,cross-site scripting,,,IBM CICS TX Standard and Advanced,11.1,
CVE-2022-34362,improper input validation,HTTP header injection,cross-site scripting,,,IBM Sterling Secure Proxy,6.0.3,
CVE-2022-34426,improper path validation,command injection,,,remote unauthenticated attacker,Dell Container Storage Modules,1.2,goiscsi and gobrick libraries
CVE-2022-34625,improper input validation,server-side template injection,remote code execution,crafted Jinja2 template,attackers,Mealie,1.0.0beta3,
CVE-2022-34769,,command injection,,,authenticated attacker,Michlol - rashim,,web interface
CVE-2022-34966,improper input sanitization,HTML injection,,,,"OpenTeknik LLC OSSN OPEN SOURCE SOCIAL NETWORK",v6.3 LTS,
CVE-2022-35132,,command injection,arbitrary OS command execution,,remote authenticated user,Usermin,through 1.850,GPG module
CVE-2022-35229,improper input sanitization,cross-site scripting,,,authenticated user,,,discovery page
CVE-2022-35230,improper input sanitization,cross-site scripting,,,authenticated user,,,graphs page
CVE-2022-35411,improper deserialization,remote code execution,,,unauthenticated client,rpc.py,through 0.6.0,
CVE-2022-35507,improper input handling,CRLF injection,denial of service,,,Proxmox Virtual Environment and Proxmox Mail Gateway,,web interface
CVE-2022-35651,insufficient input sanitization,cross-site scripting,information disclosure,,,Moodle,,SCORM track details
CVE-2022-3568,improper CSRF protection,deserialization of untrusted data,,,,ImageMagick Engine WordPress plugin,up to and including 1.7.5,
CVE-2022-35739,improper input validation,arbitrary content injection,,,,"PRTG Network Monitor",through 22.2.77.2204,device's icon
CVE-2022-35741,improper XML parsing,XXE,server-side request forgery,,,Apache CloudStack,4.5.0 and later,SAML 2.0 authentication Service Provider plugin
CVE-2022-35857,hardcoded encryption key,deserialization of untrusted data,arbitrary code execution,,remote attackers,kvf-admin,through 2022-02-12,
CVE-2022-35943,improper CSRF protection,,,,SameSite attackers,CodeIgniter Shield,before v1.0.0-beta.2,
CVE-2022-36069,improper input validation,command injection,code execution,,,Poetry,"before 1.1.9 and 1.2.0b1",
CVE-2022-36309,improper input sanitization,command injection,,,,"Airspan AirVelocity 1500","software versions prior to 15.18.00.2511",recoverySubmit.cgi script
CVE-2022-36325,improper input sanitization,DOM-based XSS,,,authenticated remote attacker with admin privileges,,,web interface
CVE-2022-36566,,command injection,,,,"Rengine",v1.3.0,scan engine function
CVE-2022-36669,,SQL injection,authentication bypass,,,Hospital Information System,1.0,
CVE-2022-36775,improper input validation,HTTP header injection,cross-site scripting,,,IBM Security Verify Access,"10.0.0.0, 10.0.1.0, 10.0.2.0, 10.0.3.0, and10.0.4.0",
CVE-2022-36859,improper input validation,cross-site scripting,,,privileged attackers,SmartTagPlugin,prior to version 1.2.21-6,
CVE-2022-3721,improper input validation,code injection,,,,"froxlor/froxlor",prior to 0.10.39,
CVE-2022-37240,,HTTP response splitting,,,,"MDaemon Technologies SecurityGateway for Email Servers",8.5.2,format parameter
CVE-2022-37242,,HTTP response splitting,,,,"MDaemon Technologies SecurityGateway for Email Servers",8.5.2,data parameter
CVE-2022-37953,,HTTP response splitting,,,,"WorkstationST",<v07.09.15,AM Gateway Challenge-Response dialog
CVE-2022-38075,lack of CSRF protection,cross-site scripting,,,,"Mantenimiento web WordPress plugin",<= 0.13,
CVE-2022-38114,improper request processing,HTTP request smuggling,cross-site scripting,,,,,,
CVE-2022-38132,improper input sanitization,command injection,arbitrary OS command execution,,,Linksys MR8300 router,1.0,DDNS Service Registration
CVE-2022-38191,,HTML injection,,,remote authenticated attacker,Esri Portal for ArcGIS,10.9.0 and below,home application
CVE-2022-38210,,HTML injection,,,remote unauthenticated attacker,Esri Portal for ArcGIS,10.9.1 and below,
CVE-2022-38342,improper XML parsing,XXE,server-side request forgery,,authenticated attackers,"Safe Software FME Server","v2021.2.5, v2022.0.0.2 and below",
CVE-2022-38381,improper request handling,,WAF bypass,malformed HTTP request,remote attacker without privileges,"FortiADC","5.0 all versions, 6.0.0 all versions, 6.1.0 all versions, 6.2.0 through 6.2.3, and 7.0.0 through 7.0.2",
CVE-2022-3844,improper input sanitization,cross-site scripting,,,remote attacker,Webmin,2.001,xterm/index.cgi
CVE-2022-38547,improper input validation,command injection,OS command execution,,authenticated attacker with admin privileges,"Zyxel ZyWALL/USG series, VPN series, USG FLEX series, ATP series",various versions,CLI command
CVE-2022-3869,improper input sanitization,code injection,,,,"froxlor/froxlor",prior to 0.10.38.2,
CVE-2022-38802,improper access control,cross-site scripting,information disclosure,,authenticated administrator,Zkteco BioTime,< 8.5.3 Build:20200816.447,
CVE-2022-38803,improper access control,cross-site scripting,information disclosure,,authenticated employee,Zkteco BioTime,< 8.5.3 Build:20200816.447,
CVE-2022-38845,,cross-site scripting,,,remote users,EspoCRM,7.1.8,Import feature
CVE-2022-3901,prototype pollution,cross-site scripting,,,attackers,Visioweb.js,1.10.6,
CVE-2022-39056,insufficient input validation,SQL injection,,,unauthenticated remote attacker,RAVA certificate validation system,,
CVE-2022-39057,insufficient input filtering,command injection,arbitrary system command execution,,remote attacker with admin privileges,RAVA certificate validation system,,
CVE-2022-39072,insufficient input validation,SQL injection,stored XSS,,,Some ZTE Mobile Internet products,,SNTP interface
CVE-2022-39301,improper file upload validation,cross-site scripting,information theft,,,sra-admin,1.1.1,Profile Picture Upload
CVE-2022-39365,improper input validation,server-side template injection,remote code execution,,,Pimcore,prior to 10.5.9,Pimcore/Mail & ClassDefinition\Layout\Text
CVE-2022-3980,improper XML parsing,XXE,server-side request forgery,,,Sophos Mobile,between 5.0.0 and 9.7.4,
CVE-2022-40005,,command injection,,,authenticated users,"Intelbras WiFiber 120AC inMesh",before 1-1-220826,/boaform/formPing6 and /boaform/formTracert URIs
CVE-2022-40145,improper input filtering,code injection,remote code execution,,,Apache Karaf,up to 4.4.1 and 4.3.7,jaas.modules.src.main.java.porg.apache.karaf.jass.modules.jdbc.JDBCUtils#doCreateDatasource
CVE-2022-40202,lack of authentication,deserialization of untrusted data,remote code execution,,,Delta Electronics InfraSuite Device Master,00.00.01a and prior,database backup function
CVE-2022-40238,improper deserialization,code injection,remote code execution,,,CERT software,prior to 1.50.5,
CVE-2022-40248,improper input sanitization,HTML injection,,,authenticated attacker,CERT/CC VINCE software,prior to 1.50.4,Product Affected field
CVE-2022-40257,improper input sanitization,HTML injection,,,authenticated attacker,CERT/CC VINCE software,prior to 1.50.4,email Subject field
CVE-2022-4029,insufficient input sanitization,cross-site scripting,,,unauthenticated attackers,Simple:Press WordPress plugin,up to and including 6.8,
CVE-2022-40434,improper input sanitization,HTML injection,,,,"Softr",v2.0,Name field of Account page
CVE-2022-40695,lack of CSRF protection,cross-site scripting,,,,"SEO Redirection Plugin WordPress plugin",<= 8.9,
CVE-2022-40740,insufficient input filtering,command injection,arbitrary system command execution,,remote authenticated admin,Realtek GPON router,,
CVE-2022-40743,improper input validation,cross-site scripting,cache poisoning,,,Apache Traffic Server,9.0.0 to 9.1.3,xdebug plugin
CVE-2022-40764,improper input sanitization,command injection,arbitrary command execution,,,Snyk CLI,before 1.996.0,
CVE-2022-40847,improper input validation,command injection,arbitrary command execution,,,"Tenda AC1200 Router model W15Ev2",V15.11.0.10(1576),formSetFixTools function
CVE-2022-40871,improper input validation,eval injection,arbitrary code execution,,,Dolibarr ERP & CRM,<=15.0.3,installation page
CVE-2022-4105,,cross-site scripting,UI redressing,,,kiwi,,Test Plan
CVE-2022-41136,lack of CSRF protection,cross-site scripting,,,,"Vladimir Anokhin's Shortcodes Ultimate WordPress plugin",<= 5.12.0,
CVE-2022-4125,lack of authorization,cross-site scripting,,,unauthenticated attackers,Popup Manager WordPress plugin,through 1.6.6,
CVE-2022-41395,,command injection,,,,"Tenda AC1200 Router Model W15Ev2",V15.11.0.10(1576),setDMZ function
CVE-2022-41396,,command injection,,,,"Tenda AC1200 Router Model W15Ev2",V15.11.0.10(1576),setIPsecTunnelList function
CVE-2022-41681,improper access control,remote code injection,privilege escalation,,,Forma LMS,3.1.0 and earlier,SCORM importer feature
CVE-2022-41882,improper file handling,arbitrary code execution,,,,"Nextcloud Desktop Client",3.6.0,
CVE-2022-41942,lack of input validation,command injection,arbitrary command execution,crafted request,,"Sourcegraph",prior to 4.1.0,gitserver service
CVE-2022-42053,,command injection,,,,"Tenda AC1200 Router Model W15Ev2",V15.11.0.10(1576),setPortMapping function
CVE-2022-42055,,command injection,arbitrary file read,,attackers,"GL.iNet GoodCloud IoT Device Management System",Version 1.00.220412.00,ping and traceroute tools
CVE-2022-42139,,command injection,,,,"Delta Electronics DVW-W02W2-E2",1.5.0.10,
CVE-2022-42140,,command injection,,,,"Delta Electronics DX-2100-L1-CN",2.42,lform/net_diagnose
CVE-2022-42187,,cross-site scripting,,,,"Hustoj",22.09.22,/admin/problem_judge.php
CVE-2022-42221,improper access control,command injection,,,,"Netgear R6220",v1.1.0.114_1.0.1,
CVE-2022-42460,improper access control,cross-site scripting,,,,"Traffic Manager WordPress plugin",<= 1.4.5,
CVE-2022-42471,improper input sanitization,HTTP response splitting,,,authenticated remote attacker,"FortiWeb","7.0.0 through 7.0.2, 6.4.0 through 6.4.2, 6.3.6 through 6.3.20",
CVE-2022-42472,improper input sanitization,HTTP response splitting,,,authenticated remote attacker,"Fortinet FortiOS, FortiProxy",various versions,
CVE-2022-42745,,XXE,arbitrary file read,,external attacker,CandidATS,3.0.0,
CVE-2022-42925,improper access control,remote code injection,privilege escalation,,,Forma LMS,3.1.0 and earlier,plugin upload component
CVE-2022-43325,,command injection,arbitrary command execution,crafted payload,unauthenticated attacker,Telos Alliance Omnia MPX Node,1.3.* - 1.4.*,product license validation function
CVE-2022-43390,,command injection,arbitrary OS command execution,crafted HTTP request,authenticated attacker,Zyxel NR7101,firmware prior to V1.15(ACCC.3)C0,CGI program
CVE-2022-43562,improper input validation,cross-site scripting,,,remote authenticated user,Splunk Enterprise,"below 8.1.12, 8.2.9, and 9.0.2",
CVE-2022-43567,improper input handling,arbitrary OS command execution,,,authenticated user,Splunk Enterprise,"below 8.2.9, 8.1.12, and 9.0.2",Splunk Secure Gateway app
CVE-2022-43695,improper input sanitization,cross-site scripting,,,,"Concrete CMS","below 8.5.10 and between 9.0.0 and 9.1.2",dashboard/system/express/entities/associations
CVE-2022-43754,improper input sanitization,cross-site scripting,,,remote attackers,"SUSE Linux Enterprise Module for SUSE Manager Server, SUSE Manager Server",various versions,/rhn/audit/scap/Search.do
CVE-2022-44012,,cross-site scripting,information disclosure,,,Simmeth Lieferantenmanager,before 5.6,/DS/LM_API/api/SelectionService/InsertQueryWithActiveRelationsReturnId
CVE-2022-44019,improper input sanitization,command injection,remote command execution,,,Total.js,4 before 0e5ace7,/api/common/ping
CVE-2022-4427,improper input validation,SQL injection,,,,"OTRS AG OTRS, OTRS AG ((OTRS)) Community Edition",various versions,TicketSearch Webservice
CVE-2022-44542,improper deserialization,arbitrary code execution,,,attackers,lesspipe,before 2.06,
CVE-2022-44567,improper input validation,command injection,remote code execution,malicious url,attacker,Rocket.Chat-Desktop,<3.8.14,openInternalVideoChatWindow function
CVE-2022-4466,improper input validation,cross-site scripting,,,users with contributor role and above,WordPress Infinite Scroll WordPress plugin,before 5.6.0.3,shortcode attributes
CVE-2022-44741,lack of CSRF protection,cross-site scripting,,,,"David Anderson Testimonial Slider WordPress plugin",<= 1.3.1,
CVE-2022-45004,,cross-site scripting,,,,"Gophish",through 0.12.1,
