CVE,New CWE,Reasoning
CVE-2022-31230,CWE-327,"""broken or risky cryptographic algorithm"" in desc"
CVE-2022-34319,CWE-327,"""weaker than expected cryptographic algorithms"" in desc"
CVE-2022-34320,CWE-327,"""weaker than expected cryptographic algorithms"" in desc"
CVE-2022-34361,CWE-327,"""weaker than expected cryptographic algorithms"" in desc"
CVE-2022-34444,CWE-327,desc is impact-only but NVD vendor Contributor maps to CWE-327.
CVE-2022-34632,CWE-327,"""insufficient cryptography"" in desc. Issue comments in github.com/chipsalliance/rocket-chip/pull/2950 are dense."
CVE-2022-34632,UNSURE,"""insufficient cryptography"" in desc. Issue comments in github.com/chipsalliance/rocket-chip/pull/2950 are dense."
CVE-2022-34757,CWE-327,"""CWE-327: Broken or Risky Cryptographic Algorithm"" in desc"
CVE-2022-35720,CWE-327,"""weaker than expected cryptographic algorithms"" in desc"
CVE-2022-38391,CWE-327,"""weaker than expected cryptographic algorithms"" in desc"
CVE-2022-40675,NVD-CWE-Insufficient-Info,"""cryptographic issues"" is vague. Vendor ref maps to CWE-310, a category."
CVE-2022-43917,CWE-1391,"""weaker than expected cryptographic keys"" in desc"
CVE-2022-45141,CWE-328,"""rc4-hmac is weak"" in desc"
CVE-2022-4610,CWE-327,"""risky cryptographic algorithm"" in desc"
CVE-2022-46140,CWE-327,"""weak encryption scheme"" in desc and NVD Provider maps to CWE-327."
CVE-2022-46832,CWE-327,"""Use of a Broken or Risky Cryptographic Algorithm... ""weak cipher suites"" in desc and NVD Reference maps to CWE-327."
CVE-2022-46833,CWE-327,"""Use of a Broken or Risky Cryptographic Algorithm... ""weak cipher suites"" in desc and NVD Reference maps to CWE-327."
CVE-2022-46834,CWE-327,"""Use of a Broken or Risky Cryptographic Algorithm... ""weak cipher suites"" in desc and NVD Reference maps to CWE-327."
CVE-2022-47931,CWE-328,"""allows a collision of hash values"" in desc"
CVE-2021-36668,CWE-74,"""force a visit to an arbitrary url via the port parameter"" in desc. Research URL injection."
CVE-2021-36668,CWE-RESEARCH,"""force a visit to an arbitrary url via the port parameter"" in desc. Research URL injection."
CVE-2021-37499,CWE-113,"""CRLF vulnerability...allows... inject arbitrary HTTP headers."" in desc"
CVE-2021-42010,CWE-117,"(Chains: CWE-117->CWE-93) ""CRLF log injection because of the lack of escaping"" in desc"
CVE-2021-42010,CWE-93,"(Chains: CWE-117->CWE-93) ""CRLF log injection because of the lack of escaping"" in desc"
CVE-2021-4251,CWE-79,"""...unknown input leads to a cross site scripting vulnerability."" in vuldb.com ref."
CVE-2021-4252,CWE-79,"""leads to a cross site scripting vulnerability."" in vuldb.com ref."
CVE-2021-4253,CWE-79,"""cross site scripting vulnerability."" in vuldb.com ref."
CVE-2021-4254,CWE-79,"""cross site scripting vulnerability."" in vuldb.com ref."
CVE-2021-4255,CWE-79,"""cross site scripting vulnerability"" in vuldb.com ref."
CVE-2021-4257,CWE-79,"""leads to a cross site scripting vulnerability."" in vuldb.com ref."
CVE-2022-0391,CWE-93,"""not sanitize input and allows characters like '\r' and '\n' in the URL path"" in desc."
CVE-2022-0581,CWE-416,"""AddressSanitizer: heap-use-after-free"" in issues ref."
CVE-2022-0582,CWE-476,"""dissectors that are passing NULL pointers"" in issues ref"
CVE-2022-0582,UNSURE,"""dissectors that are passing NULL pointers"" in issues ref"
CVE-2022-1287,CWE-99,"""... input leads to a resource injection vulnerability."" in vuldb.com ref and NVD Reference maps to CWE-99"
CVE-2022-1509,CWE-20,"(Chains: CWE-20->CWE-74) ""Sed Injection"" in desc. NVD Contributor maps to CWE-20 indicating a chain. Research: sed injection"
CVE-2022-1509,CWE-74,"(Chains: CWE-20->CWE-74) ""Sed Injection"" in desc. NVD Contributor maps to CWE-20 indicating a chain. Research: sed injection"
CVE-2022-1509,CWE-RESEARCH,"(Chains: CWE-20->CWE-74) ""Sed Injection"" in desc. NVD Contributor maps to CWE-20 indicating a chain. Research: sed injection"
CVE-2022-20001,CWE-427,"""changing to a directory automatically runs `git` commands... If an attacker can convince a user to change their current directory into one controlled by the attacker, [the product] will run arbitrary commands"". This directory is an untrusted search element."
CVE-2022-20693,CWE-20,"(Chains: CWE-20->CWE-78) ""insufficient input validation... inject commands to the underlying operating system with root privileges"" in desc. (Contributor/Cisco Systems, Inc.) chose 74"
CVE-2022-20693,CWE-78,"(Chains: CWE-20->CWE-78) ""insufficient input validation... inject commands to the underlying operating system with root privileges"" in desc. (Contributor/Cisco Systems, Inc.) chose 74"
CVE-2022-21705,CWE-138,"(Chains: CWE-138->CWE-74) ""input was not properly sanitized before rendering"" in desc. (Provider/GitHub, Inc.) chose 74"
CVE-2022-21705,CWE-74,"(Chains: CWE-138->CWE-74) ""input was not properly sanitized before rendering"" in desc. (Provider/GitHub, Inc.) chose 74"
CVE-2022-22411,CWE-732,"""service account token configured with risky permission."" in ibmcloud.com ref. Desc says ""excessive permissions."""
CVE-2022-22975,CWE-90,"""LDAP query injection"" in desc."
CVE-2022-23064,CWE-74,"""[attacker can] send password reset links to users which [can] lead to an attacker controlled server"". commit ref: ""you should PROHIBIT forging domain parts of URL via Host: headers"". Research: Host Header Injection"
CVE-2022-23064,CWE-RESEARCH,"""[attacker can] send password reset links to users which [can] lead to an attacker controlled server"". commit ref: ""you should PROHIBIT forging domain parts of URL via Host: headers"". Research: Host Header Injection"
CVE-2022-23701,CWE-74,"""host header injection ... supply invalid input... redirect to an attacker-controlled domain."" Research: Host Header Injection"
CVE-2022-23701,CWE-RESEARCH,"""host header injection ... supply invalid input... redirect to an attacker-controlled domain."" Research: Host Header Injection"
CVE-2022-24039,CWE-138,"(Chains: CWE-138->CWE-91) ""fails to properly sanitize user-controllable input before including it into the generated XML body"" in desc. (Contributor/Siemens AG) chose CWE-75."
CVE-2022-24039,CWE-91,"(Chains: CWE-138->CWE-91) ""fails to properly sanitize user-controllable input before including it into the generated XML body"" in desc. (Contributor/Siemens AG) chose CWE-75."
CVE-2022-24039,UNSURE,"(Chains: CWE-138->CWE-91) ""fails to properly sanitize user-controllable input before including it into the generated XML body"" in desc. (Contributor/Siemens AG) chose CWE-75."
CVE-2022-24300,CWE-790,"(Chains: CWE-790->CWE-74) ""meta is not sanitized properly... [It] is therefore possible for clients to inject ItemStack meta"" in ref https://bugs.debian.org/1004223 . Commit ref defines sanitize_string() to remove (filter) dangerous characters."
CVE-2022-24300,CWE-74,"(Chains: CWE-790->CWE-74) ""meta is not sanitized properly... [It] is therefore possible for clients to inject ItemStack meta"" in ref https://bugs.debian.org/1004223 . Commit ref defines sanitize_string() to remove (filter) dangerous characters."
CVE-2022-24300,CWE-RESEARCH,"(Chains: CWE-790->CWE-74) ""meta is not sanitized properly... [It] is therefore possible for clients to inject ItemStack meta"" in ref https://bugs.debian.org/1004223 . Commit ref defines sanitize_string() to remove (filter) dangerous characters."
CVE-2022-24888,CWE-790,"(Chains: CWE-790->CWE-113) ""if the file or directory names are inserted into an HTTP response unfiltered, CRLF injection may occur."" in hackerone.com ref"
CVE-2022-24888,CWE-113,"(Chains: CWE-790->CWE-113) ""if the file or directory names are inserted into an HTTP response unfiltered, CRLF injection may occur."" in hackerone.com ref"
CVE-2022-25337,CWE-74,"""injection attacks"". Little detail available."
CVE-2022-25337,UNSURE,"""injection attacks"". Little detail available."
CVE-2022-25366,CWE-426,"""creating a malicious .dylib file that can be executed via the DYLD_INSERT_LIBRARIES environment variable."" in desc. Research: if 426 should talk about other PATHs - DYLD_INSERT_LIBRARIES."
CVE-2022-25366,CWE-RESEARCH,"""creating a malicious .dylib file that can be executed via the DYLD_INSERT_LIBRARIES environment variable."" in desc. Research: if 426 should talk about other PATHs - DYLD_INSERT_LIBRARIES."
CVE-2022-25366,UNSURE,"""creating a malicious .dylib file that can be executed via the DYLD_INSERT_LIBRARIES environment variable."" in desc. Research: if 426 should talk about other PATHs - DYLD_INSERT_LIBRARIES."
CVE-2022-25420,CWE-93,"""CLRF injection."""
CVE-2022-26654,NVD-CWE-Insufficient-Info,docs.pexip.com ref doesn't mention this CVE (CVE-2022-26654)
CVE-2022-27336,NVD-CWE-Insufficient-Info,note.youdao.com ref is in Chinese or Japanese.
CVE-2022-28368,CWE-79,"""the font directory is accessible through the web and a remote user is able to inject CSS into a document"" in issues ref"
CVE-2022-29166,CWE-93,"""Incorrect handling of a CR character."" in matrix.org ref. and NVD Contributor maps to CWE-74"
CVE-2022-29171,CWE-94,"""admins [can] specify a callsignCommand ... can change this command arbitrarily and run it remotely"" in desc. GHSA ref maps to CWE-94, but NVD Contributor maps to CWE-74."
CVE-2022-29171,UNSURE,"""admins [can] specify a callsignCommand ... can change this command arbitrarily and run it remotely"" in desc. GHSA ref maps to CWE-94, but NVD Contributor maps to CWE-74."
CVE-2022-29269,CWE-79,"""inject HTML tags"". Research: content injection."
CVE-2022-29269,CWE-RESEARCH,"""inject HTML tags"". Research: content injection."
CVE-2022-3060,CWE-24,"""path traversal... [using] ../../../../api/v4/ any click on the action buttons will now send PUT requests to the ... API."" in issue ref."
CVE-2022-3060,UNSURE,"""path traversal... [using] ../../../../api/v4/ any click on the action buttons will now send PUT requests to the ... API."" in issue ref."
CVE-2022-3080,NVD-CWE-Insufficient-Info,"desc/refs are impact-only ""can crash"""
CVE-2022-31087,CWE-863,"desc says ""allows interpretation of .php (and .php5/.php4/.phpt/etc) files"" and commit ref adds many ""Require all denied"" commands for files with those extensions."
CVE-2022-31088,CWE-90,"""LDAP Injection"" in GHSA-wxf8-9x99-6gp4 ref"
CVE-2022-31108,CWE-79,"""attacker is able to inject arbitrary `CSS`"""
CVE-2022-31180,CWE-156,"""insufficient escaping of white space when interpolating output"" in desc."
CVE-2022-31593,CWE-74,"""inject code"" in desc. NVD vendor Provider maps to CWE-74."
CVE-2022-31657,CWE-601,"""URL injection... redirect an authenticated user to an arbitrary domain."" While the ""injection"" term is used, this appears to be redirection to an untrusted URL (CWE-601)."
CVE-2022-31658,CWE-74,"vmware ref says ""JDBC Injection"""
CVE-2022-31658,UNSURE,"vmware ref says ""JDBC Injection"""
CVE-2022-31665,CWE-74,"vmware ref says ""JDBC Injection"""
CVE-2022-31665,UNSURE,"vmware ref says ""JDBC Injection"""
CVE-2022-32269,CWE-79,"""injection of unsafe javascript: URIs"""
CVE-2022-32453,CWE-113,"desc says ""HTTP header injection"". JVN ref maps to CWE-113"
CVE-2022-3332,CWE-89,"""manipulation of the argument username leads to sql injection"" is SQLi; the ""manipulation"" portion of the desc describes the attack."
CVE-2022-3333,CWE-79,"""cross site scripting."""
CVE-2022-3414,CWE-89,"""sql injection."""
CVE-2022-34466,CWE-917,"""expression injection"""
CVE-2022-34466,UNSURE,"""expression injection"""
CVE-2022-3452,CWE-79,"""cross site scripting."""
CVE-2022-3453,CWE-79,"""cross site scripting."""
CVE-2022-3467,CWE-89,"""sql injection."""
CVE-2022-3470,CWE-89,"""sql injection."""
CVE-2022-34773,CWE-74,"Desc is attack-focused (""Method manipulation"") but says ""This is an example of... Injection"""
CVE-2022-35246,CWE-943,"""NoSQL-Injection"""
CVE-2022-35735,CWE-74,NVD Provider (vendor) maps to CWE-74.
CVE-2022-35948,CWE-138,"(Chains: CWE-138->CWE-93) ""_CRLF Injection_ on headers when using unsanitized input as request headers"""
CVE-2022-35948,CWE-93,"(Chains: CWE-138->CWE-93) ""_CRLF Injection_ on headers when using unsanitized input as request headers"""
CVE-2022-35954,CWE-74,"""uses a well known delimiter that attackers can use to break out of that specific variable and assign values to other arbitrary variables."" GHSA ref says ""Delimiter injection"""
CVE-2022-36084,CWE-943,"""inject arbitrary AQL queries"". Provider/GitHub maps to CWE-943."
CVE-2022-36302,CWE-641,"desc/vendor-ref say ""File path manipulation"" which is generic, but NVD Contributor/vendor map to CWE-641."
CVE-2022-36302,UNSURE,"desc/vendor-ref say ""File path manipulation"" which is generic, but NVD Contributor/vendor map to CWE-641."
CVE-2022-37027,CWE-88,"2022_12_CSNC-2022-009_AhsayCBS_Java_Runtime_Parameter_Injection.txt ref says ""Parameter Injection"" to ""inject JVM Options"" and has a sample payload with various options including ""-Dcom.sun.management.jmxremote.port=10010"""
CVE-2022-37027,UNSURE,"2022_12_CSNC-2022-009_AhsayCBS_Java_Runtime_Parameter_Injection.txt ref says ""Parameter Injection"" to ""inject JVM Options"" and has a sample payload with various options including ""-Dcom.sun.management.jmxremote.port=10010"""
CVE-2022-3724,CWE-134,"issue ref says ""a spurious '%' is treated as a format string identifier"""
CVE-2022-3825,CWE-89,"""sql injection."""
CVE-2022-3827,CWE-89,"""sql injection."""
CVE-2022-3868,CWE-89,"""sql injection."""
CVE-2022-39016,CWE-79,"""Javascript injection"""
CVE-2022-3918,CWE-113,"""CRLF ( ) injection in URLRequest headers... the server may interpret the content after the CRLF as extra headers, or even a second request."""
CVE-2022-39265,CWE-77,"GHSA ref says ""command parameter injection"" and maps to CWE-77, while NVD Provider maps to CWE-74. The commit ref did not clarify if this is OS command injection or a different command language."
CVE-2022-3967,CWE-20,"(Chains: CWE-20->CWE-88) ""argument injection."" Commit ref says ""Sed Injection"" and removes quotes. It is not clear from the patch how the sed injection occurs and whether this is really argument injection instead of command injection using an argument as an attack vector, but adds the function ""is_alias_format_valid"" for the argument, indicating adding input validation."
CVE-2022-3967,CWE-88,"(Chains: CWE-20->CWE-88) ""argument injection."" Commit ref says ""Sed Injection"" and removes quotes. It is not clear from the patch how the sed injection occurs and whether this is really argument injection instead of command injection using an argument as an attack vector, but adds the function ""is_alias_format_valid"" for the argument, indicating adding input validation."
CVE-2022-3967,UNSURE,"(Chains: CWE-20->CWE-88) ""argument injection."" Commit ref says ""Sed Injection"" and removes quotes. It is not clear from the patch how the sed injection occurs and whether this is really argument injection instead of command injection using an argument as an attack vector, but adds the function ""is_alias_format_valid"" for the argument, indicating adding input validation."
CVE-2022-3971,CWE-89,"""sql injection."""
CVE-2022-3972,CWE-89,"""sql injection."""
CVE-2022-3973,CWE-89,"""sql injection."""
CVE-2022-3975,CWE-79,"""cross site scripting."""
CVE-2022-3997,CWE-89,"""sql injection."""
CVE-2022-3998,CWE-89,"""sql injection."""
CVE-2022-4011,CWE-117,"""improper output neutralization for logs."""
CVE-2022-4015,CWE-89,"""sql injection."""
CVE-2022-4091,CWE-79,"""cross site scripting."""
CVE-2022-41716,CWE-158,"""unsanitized NUL values"" and NVD Reference maps to CWE-158."
CVE-2022-41934,CWE-116,"(Chains: CWE-116->CWE-95) ""execute arbitrary Groovy, Python or Velocity code... due to improper escaping"" and GHSA ref has ""Eval Injection"""
CVE-2022-41934,CWE-95,"(Chains: CWE-116->CWE-95) ""execute arbitrary Groovy, Python or Velocity code... due to improper escaping"" and GHSA ref has ""Eval Injection"""
CVE-2022-4234,CWE-79,"""cross site scripting."""
CVE-2022-4247,CWE-89,"""sql injection."""
CVE-2022-4248,CWE-89,"""sql injection."""
CVE-2022-4250,CWE-79,"""cross site scripting."""
CVE-2022-4251,CWE-79,"""cross site scripting."""
CVE-2022-4252,CWE-79,"""cross site scripting."""
CVE-2022-4253,CWE-79,"""cross site scripting."""
CVE-2022-4257,CWE-78,"the desc says ""argument injection"" and the NVD Provider maps to CWE-88. However, this phrase is likely describing an argument as the attack vector for OS command injection because the siriuswhiter ref shows a call to exec() in diagnosis_config_save.php and uses the "";"" shell metacharacter in PoC strings like ""127.0.0.1;cmd""."
CVE-2022-4257,UNSURE,"the desc says ""argument injection"" and the NVD Provider maps to CWE-88. However, this phrase is likely describing an argument as the attack vector for OS command injection because the siriuswhiter ref shows a call to exec() in diagnosis_config_save.php and uses the "";"" shell metacharacter in PoC strings like ""127.0.0.1;cmd""."
CVE-2022-42797,CWE-20,"(Chains: CWE-20->CWE-74) ""injection issue was addressed with improved input validation."""
CVE-2022-42797,CWE-74,"(Chains: CWE-20->CWE-74) ""injection issue was addressed with improved input validation."""
CVE-2022-4347,CWE-79,"""cross site scripting."""
CVE-2022-4348,CWE-79,"""cross site scripting."""
CVE-2022-4350,CWE-79,"""cross site scripting."""
CVE-2022-4353,CWE-79,"""cross site scripting."""
CVE-2022-43883,CWE-117,"""Log Injection"""
CVE-2022-45143,CWE-116,"(Chains: CWE-116->CWE-74) ""did not escape [certain] values."" NVD Provider maps to CWE-74 AND lists.apache.org ref says ""injection""."
CVE-2022-45143,CWE-74,"(Chains: CWE-116->CWE-74) ""did not escape [certain] values."" NVD Provider maps to CWE-74 AND lists.apache.org ref says ""injection""."
CVE-2022-4522,CWE-79,"""cross site scripting."""
CVE-2022-4523,CWE-79,"""cross site scripting."""
CVE-2022-45550,NVD-CWE-Insufficient-Info,"desc is impact-only ""Remote Code Execution"" and references are 404."
CVE-2022-4556,CWE-79,"""cross site scripting."""
CVE-2022-4558,CWE-79,"""cross site scripting."""
CVE-2022-4559,CWE-79,"""cross site scripting."""
CVE-2022-4561,CWE-79,"""cross site scripting."""
CVE-2022-4581,CWE-79,"""cross site scripting."""
CVE-2022-4582,CWE-79,"""cross site scripting."""
CVE-2022-4595,CWE-79,"""cross site scripting."""
CVE-2022-4596,CWE-79,"""cross site scripting."""
CVE-2022-4597,CWE-79,"Many examples in POC - proof-of-concept-shoplazza.txt ref - e.g., ""Select ""Title"" and enter payload ""><script>alert(1)</script>"""
CVE-2022-46162,CWE-79,"""CSS injection can occur"" in desc"
CVE-2022-46265,CWE-74,""" Host header injection vulnerability in desc. ""Research: Host header injection"
CVE-2022-46265,CWE-RESEARCH,""" Host header injection vulnerability in desc. ""Research: Host header injection"
CVE-2022-4640,CWE-79,"""The manipulation leads to cross site scripting"" in desc"
CVE-2022-4768,CWE-93,"""Allowing newlines can lead to injection attacks depending on how the key is consumed"" in commit ref"
CVE-2021-24942,CWE-138,"(Chains: CWE-138->CWE-94) ""doesn't sanitize and validate the ""Visibility logic"" option...allows...execute arbitrary PHP code"" in desc. wpscan Ref shows insertion of a call to file_put_contents()"
CVE-2021-24942,CWE-94,"(Chains: CWE-138->CWE-94) ""doesn't sanitize and validate the ""Visibility logic"" option...allows...execute arbitrary PHP code"" in desc. wpscan Ref shows insertion of a call to file_put_contents()"
CVE-2021-27446,CWE-94,"desc says ""code injection"" and NVD Provider maps to CWE-94"
CVE-2021-28953,CWE-427,"""This extension runs a few third-party command-line tools found from the locations determined by the `PATH` or `Path` environment variable"" in jbenden ref."
CVE-2021-36424,CWE-96,"""enter the payload in the MySQL database settings: root\';phpinfo();//"" in github ref. Then, ""The external input parameters are filtered and spliced in the write_conf_file of setup/inc/setup.func.inc.php"" showing static code injection."
CVE-2021-39426,CWE-96,seacms/issues/21 ref shows an image of code from Upload/admin/admin_notify.php in which data/admin/notify.php is opened and modified using contents from notify1 parameter.
CVE-2021-39908,CWE-94,"CVE-2021-39908.json ref says ""Improper control of generation of code ('code injection'"""
CVE-2022-0130,NVD-CWE-Insufficient-Info,"""remote code execution vulnerability"" in desc describes a technical impact. no additional info in tenable ref."
CVE-2022-0282,CWE-79,"""HTML Injection is a vulnerability in which the attacker can inject malicious html content in the webpage."" in huntr.dev ref and shows injecting ""<h1>"""
CVE-2022-0354,NVD-CWE-Insufficient-Info,"www.infosec.tirol ref is a 404. ""ability to execute code with elevated privileges only during the installation that displays a command prompt window."" in lenovo ref is impact-focused."
CVE-2022-0578,CWE-790,"(Chains: CWE-790->CWE-79) ""The application doesn't check/filter the comments provided by the user"", when later displayed ""You can see html code has been rendered successfully"" in huntr.dev ref."
CVE-2022-0578,CWE-79,"(Chains: CWE-790->CWE-79) ""The application doesn't check/filter the comments provided by the user"", when later displayed ""You can see html code has been rendered successfully"" in huntr.dev ref."
CVE-2022-0819,CWE-138,"(Chains: CWE-138->CWE-95) ""Code Injection"" injection in desc. huntr.dev ref has ""In the function ""dol_eval"" ... functions are sanitized ... and can be bypassed using ('she'.'ll_'.'ex'.'ec')('<ANY SYSTEM SHELL COMMAND HERE>')"""
CVE-2022-0819,CWE-95,"(Chains: CWE-138->CWE-95) ""Code Injection"" injection in desc. huntr.dev ref has ""In the function ""dol_eval"" ... functions are sanitized ... and can be bypassed using ('she'.'ll_'.'ex'.'ec')('<ANY SYSTEM SHELL COMMAND HERE>')"""
CVE-2022-0845,CWE-95,"huntr.dev ref shows eval injection with an input string of ""os.system(""touch rickroll"")"" that is fed into ""eval(val)""."
CVE-2022-0885,CWE-862,"""lacks authorization checks"", ""call arbitrary PHP functions"" in desc. wpscan ref shows invocation of phpinfo() in the _memberhero_hook parameter."
CVE-2022-0885,CWE-94,"""lacks authorization checks"", ""call arbitrary PHP functions"" in desc. wpscan ref shows invocation of phpinfo() in the _memberhero_hook parameter."
CVE-2022-0944,CWE-1336,"""Template injection"". POC in huntr.dev: ""{{ process.mainModule.require('child_process').exec('id>/tmp/pwn') }}"""
CVE-2022-1159,CWE-94,"""could inject controller code undetectable to a user."" in desc. NVD Contributor maps to CWE-94."
CVE-2022-1159,UNSURE,"""could inject controller code undetectable to a user."" in desc. NVD Contributor maps to CWE-94."
CVE-2022-1517,CWE-250,"""LRM utilizes elevated privileges"" in desc. www.cisa.gov ref says ""EXECUTION WITH UNNECESSARY PRIVILEGES CWE-250"""
CVE-2022-20686,CWE-1284,"""due to missing length validation"" in desc"
CVE-2022-2073,CWE-1336,"""Server Side Template Injection"" and ""{{['cat\x20/etc/passwd']|filter('system')}}"" in POC of huntr.dev ref."
CVE-2022-21686,CWE-1336,"""Server Side Twig Template Injection"" in advisories"
CVE-2022-21831,CWE-94,"""code injection"" in desc and NVD Reference maps to CWE-94"
CVE-2022-21837,NVD-CWE-Insufficient-Info,No detail in description or ref
CVE-2022-21840,NVD-CWE-Insufficient-Info,No detail in description or ref
CVE-2022-21842,NVD-CWE-Insufficient-Info,No detail in description or ref
CVE-2022-21846,NVD-CWE-Insufficient-Info,No detail in description or ref
CVE-2022-21874,NVD-CWE-Insufficient-Info,No detail in description or ref
CVE-2022-21878,NVD-CWE-Insufficient-Info,No detail in description or ref
CVE-2022-21928,NVD-CWE-Insufficient-Info,No detail in description or ref
CVE-2022-22027,NVD-CWE-Insufficient-Info,No detail in description or ref
CVE-2022-22029,NVD-CWE-Insufficient-Info,No detail in description or ref
CVE-2022-22038,NVD-CWE-Insufficient-Info,No detail in description or ref
CVE-2022-22039,NVD-CWE-Insufficient-Info,No detail in description or ref
CVE-2022-22285,CWE-94,"""using PendingIntent... hijacking and modifying the intent"" is not clear about the weakness. NVD vendor Contributor maps to CWE-94."
CVE-2022-22285,UNSURE,"""using PendingIntent... hijacking and modifying the intent"" is not clear about the weakness. NVD vendor Contributor maps to CWE-94."
CVE-2022-22286,CWE-94,"""using PendingIntent... hijacking and modifying the intent"" is not clear about the weakness. NVD vendor Contributor maps to CWE-94."
CVE-2022-22286,UNSURE,"""using PendingIntent... hijacking and modifying the intent"" is not clear about the weakness. NVD vendor Contributor maps to CWE-94."
CVE-2022-22909,CWE-1336,"""{${system($_REQUEST[cmd])}}"" for payload in github ref."
CVE-2022-22985,CWE-790,"(Chains: CWE-790->CWE-94) ""absence of filters ... allows attackers to inject malicious code that will be interpreted"" in desc and NVD Contributor maps to CWE-94"
CVE-2022-22985,CWE-94,"(Chains: CWE-790->CWE-94) ""absence of filters ... allows attackers to inject malicious code that will be interpreted"" in desc and NVD Contributor maps to CWE-94"
CVE-2022-23008,CWE-79,"""inject JavaScript code"""
CVE-2022-23120,CWE-94,"""code injection vulnerability"" in desc, trendmicro ref provides no further info and modzero ref is 404"
CVE-2022-23221,CWE-88,"seclists ref has POC ""jdbc:h2:mem:1339;IGNORE_UNKNOWN_SETTINGS=TRUE;FORBID_CREATION=FALSE;'\"" which shows injecting additional arguments"
CVE-2022-23389,CWE-78,"github ref has ""command execution vulnerability"" and shows the use of ""exec"" in a picture showing vulnerable code."
CVE-2022-23503,CWE-94,"""inject code instructions ... executed ... as PHP code"""
CVE-2022-2354,CWE-863,"(Chains: CWE-863->CWE-96) wpscan ref has ""does not prevent administrators ... where only super-administrators should"" and POC ""upload files ... with ... <?php system(""COMMAND""); ?>"""
CVE-2022-2354,CWE-96,"(Chains: CWE-863->CWE-96) wpscan ref has ""does not prevent administrators ... where only super-administrators should"" and POC ""upload files ... with ... <?php system(""COMMAND""); ?>"""
CVE-2022-23642,CWE-862,"""fails to properly restrict calling `git config`"" in desc."
CVE-2022-24441,CWE-78,"imperva ref has ""we saw that some of our input was interpreted as a shell command"" and shows a PoC for opening ""calculator app on macOS"""
CVE-2022-24663,CWE-94,"""to execute arbitrary PHP on a site by sending a request with the shortcode parameter set to [php_everywhere]<arbitrary PHP>[/php_everywhere]"" in wordfence ref"
CVE-2022-24664,CWE-96,"""achieve code execution on a site by creating a post, adding PHP code to the PHP Everywhere metabox, and then previewing the post"" in wordfence ref"
CVE-2022-24665,CWE-96,"""execute arbitrary PHP code on a site by creating a post, adding the PHP everywhere block and adding code to it, and then previewing the post"" in wordfence ref"
CVE-2022-24734,CWE-20,"(Chains: CWE-20->CWE-95) http://packetstormsecurity.com/files/167333/MyBB-Admin-Control-Remote-Code-Execution.html ref has ""improper input validation ... calls the PHP eval function with unsanitized user input"""
CVE-2022-24734,CWE-95,"(Chains: CWE-20->CWE-95) http://packetstormsecurity.com/files/167333/MyBB-Admin-Control-Remote-Code-Execution.html ref has ""improper input validation ... calls the PHP eval function with unsanitized user input"""
CVE-2022-24735,CWE-94,"""inject Lua code"" in desc. The GHSA ref talks about ""eval scripts"", but it's unclear if this is eval injection"
CVE-2022-24735,UNSURE,"""inject Lua code"" in desc. The GHSA ref talks about ""eval scripts"", but it's unclear if this is eval injection"
CVE-2022-24780,CWE-1336,"markus-krell ref has ""Template Injection"""
CVE-2022-24816,CWE-20,"(Chains: CWE-20->CWE-94, CWE-116->CWE-94) ""script is compiled into Java code ... and executed"" in desc. github commit ref has ""Validate Jiffle input variable names according to grammar, escape javadocs when including Jiffle sources in output"""
CVE-2022-24816,CWE-94,"(Chains: CWE-20->CWE-94, CWE-116->CWE-94) ""script is compiled into Java code ... and executed"" in desc. github commit ref has ""Validate Jiffle input variable names according to grammar, escape javadocs when including Jiffle sources in output"""
CVE-2022-24816,CWE-116,"(Chains: CWE-20->CWE-94, CWE-116->CWE-94) ""script is compiled into Java code ... and executed"" in desc. github commit ref has ""Validate Jiffle input variable names according to grammar, escape javadocs when including Jiffle sources in output"""
CVE-2022-24817,CWE-94,"""Code Injection"" in desc"
CVE-2022-24828,CWE-20,"(Chains: CWE-20->CWE-88) ""code injection"" in desc, but github GHSA ref has ""Missing input validation"" and ""argument injection vulnerability"""
CVE-2022-24828,CWE-88,"(Chains: CWE-20->CWE-88) ""code injection"" in desc, but github GHSA ref has ""Missing input validation"" and ""argument injection vulnerability"""
CVE-2022-24915,CWE-790,"(Chains: CWE-790->CWE-94) ""absence of filters ... allows attackers to inject malicious code"" in desc"
CVE-2022-24915,CWE-94,"(Chains: CWE-790->CWE-94) ""absence of filters ... allows attackers to inject malicious code"" in desc"
CVE-2022-25018,CWE-96,"""execute arbitrary code via crafted PHP code inserted into static pages"""
CVE-2022-25371,CWE-22,"openwall refs all have ""Path Traversal"""
CVE-2022-25578,CWE-96,"github ref has ""We create a 1.php3 file and write''to 1.php3."" and ""Visit the 1.php3 file in the directory of the website and find that it has been executed successfully"""
CVE-2022-25644,CWE-138,"(Chains: CWE-138->CWE-78) ""improper sanitization"" in desc and snyk ref shows a PoC with ""echo \""1\""> rce.txt """
CVE-2022-25644,CWE-78,"(Chains: CWE-138->CWE-78) ""improper sanitization"" in desc and snyk ref shows a PoC with ""echo \""1\""> rce.txt """
CVE-2022-25812,CWE-96,"wpscan ref has ""put the following payload in the ""Remote debug IP"" field: <?php phpinfo(); ?>"" then sets the logfile to ""debug_logfile=test123.php"" and ""Then navigate through the plugin's page (to generate some logs) and access https://example.com/wp-admin/test122.php"""
